"","specie_id","specie_name","location_id","location_name","trait_id","trait_name","methodology_id","methodology_name","value"
"524",1303,"Porites lobata",103,"Andaman Sea",128,"Symbiodinium clade",51,"DGGE","C"
"525",1303,"Porites lobata",103,"Andaman Sea",128,"Symbiodinium clade",51,"DGGE","C"
"526",1303,"Porites lobata",103,"Andaman Sea",128,"Symbiodinium clade",51,"DGGE","C"
"527",1303,"Porites lobata",246,"Similan Islands, Thailand",128,"Symbiodinium clade",NA,"","C"
"528",1303,"Porites lobata",105,"Zanzibar",128,"Symbiodinium clade",51,"DGGE","C"
"529",1303,"Porites lobata",105,"Zanzibar",128,"Symbiodinium clade",51,"DGGE","C"
"530",1303,"Porites lobata",105,"Zanzibar",128,"Symbiodinium clade",51,"DGGE","C"
"531",1304,"Porites lutea",103,"Andaman Sea",128,"Symbiodinium clade",51,"DGGE","C"
"532",1304,"Porites lutea",103,"Andaman Sea",128,"Symbiodinium clade",51,"DGGE","C"
"533",1304,"Porites lutea",103,"Andaman Sea",128,"Symbiodinium clade",51,"DGGE","C"
"534",1304,"Porites lutea",103,"Andaman Sea",128,"Symbiodinium clade",51,"DGGE","C"
"535",1304,"Porites lutea",246,"Similan Islands, Thailand",128,"Symbiodinium clade",NA,"","C"
"536",1304,"Porites lutea",105,"Zanzibar",128,"Symbiodinium clade",51,"DGGE","C"
"537",1304,"Porites lutea",105,"Zanzibar",128,"Symbiodinium clade",51,"DGGE","C"
"538",1304,"Porites lutea",105,"Zanzibar",128,"Symbiodinium clade",51,"DGGE","C"
"539",1304,"Porites lutea",105,"Zanzibar",128,"Symbiodinium clade",51,"DGGE","C"
"540",1320,"Porites rus",103,"Andaman Sea",128,"Symbiodinium clade",51,"DGGE","C"
"541",1320,"Porites rus",103,"Andaman Sea",128,"Symbiodinium clade",51,"DGGE","C"
"542",1320,"Porites rus",246,"Similan Islands, Thailand",128,"Symbiodinium clade",NA,"","C"
"543",1320,"Porites rus",105,"Zanzibar",128,"Symbiodinium clade",51,"DGGE","C"
"544",1320,"Porites rus",105,"Zanzibar",128,"Symbiodinium clade",51,"DGGE","C"
"545",1320,"Porites rus",105,"Zanzibar",128,"Symbiodinium clade",51,"DGGE","C"
"546",1320,"Porites rus",103,"Andaman Sea",128,"Symbiodinium clade",51,"DGGE","C"
"547",1320,"Porites rus",114,"Guam",128,"Symbiodinium clade",53,"Sequencing","C"
"548",1279,"Porites compressa",87,"Oahu",128,"Symbiodinium clade",51,"DGGE","C"
"549",1279,"Porites compressa",87,"Oahu",128,"Symbiodinium clade",51,"DGGE","C"
"550",1279,"Porites compressa",87,"Oahu",128,"Symbiodinium clade",51,"DGGE","C"
"551",1279,"Porites compressa",87,"Oahu",128,"Symbiodinium clade",51,"DGGE","C"
"552",1279,"Porites compressa",87,"Oahu",128,"Symbiodinium clade",51,"DGGE","C"
"553",1279,"Porites compressa",87,"Oahu",128,"Symbiodinium clade",51,"DGGE","C"
"554",1281,"Porites cylindrica",114,"Guam",128,"Symbiodinium clade",53,"Sequencing","C"
"555",1303,"Porites lobata",120,"Ofu Island, American Samoa",128,"Symbiodinium clade",51,"DGGE","C"
"556",995,"Montipora capricornis",477,"No location record",128,"Symbiodinium clade",51,"DGGE","C"
"557",995,"Montipora capricornis",122,"Fiji",128,"Symbiodinium clade",51,"DGGE","C"
"558",995,"Montipora capricornis",140,"San Diego",128,"Symbiodinium clade",51,"DGGE","C"
"559",995,"Montipora capricornis",141,"Omaha",128,"Symbiodinium clade",51,"DGGE","C"
"560",995,"Montipora capricornis",133,"State College",128,"Symbiodinium clade",51,"DGGE","C"
"561",995,"Montipora capricornis",477,"No location record",128,"Symbiodinium clade",53,"Sequencing","C"
"562",1281,"Porites cylindrica",141,"Omaha",128,"Symbiodinium clade",51,"DGGE","C"
"563",1281,"Porites cylindrica",121,"Orlando",128,"Symbiodinium clade",51,"DGGE","C"
"564",1281,"Porites cylindrica",477,"No location record",128,"Symbiodinium clade",53,"Sequencing","C"
"565",1224,"Pocillopora damicornis",477,"No location record",128,"Symbiodinium clade",53,"Sequencing","C"
"566",1005,"Montipora digitata",142,"Palau",128,"Symbiodinium clade",51,"DGGE","C"
"567",1005,"Montipora digitata",143,"Solomon Islands",128,"Symbiodinium clade",51,"DGGE","C"
"568",1005,"Montipora digitata",122,"Fiji",128,"Symbiodinium clade",51,"DGGE","C"
"569",1005,"Montipora digitata",477,"No location record",128,"Symbiodinium clade",53,"Sequencing","C"
"570",1005,"Montipora digitata",477,"No location record",128,"Symbiodinium clade",51,"DGGE","C"
"571",1005,"Montipora digitata",141,"Omaha",128,"Symbiodinium clade",51,"DGGE","C"
"572",1005,"Montipora digitata",477,"No location record",128,"Symbiodinium clade",53,"Sequencing","C"
"573",1005,"Montipora digitata",477,"No location record",128,"Symbiodinium clade",53,"Sequencing","C"
"574",1005,"Montipora digitata",133,"State College",128,"Symbiodinium clade",51,"DGGE","C"
"575",1390,"Seriatopora hystrix",133,"State College",128,"Symbiodinium clade",51,"DGGE","C"
"576",1320,"Porites rus",122,"Fiji",128,"Symbiodinium clade",51,"DGGE","C"
"577",1281,"Porites cylindrica",86,"Heron Island",128,"Symbiodinium clade",51,"DGGE","C"
"578",1281,"Porites cylindrica",146,"One Tree Island",128,"Symbiodinium clade",51,"DGGE","C"
"579",1281,"Porites cylindrica",146,"One Tree Island",128,"Symbiodinium clade",51,"DGGE","C"
"580",1281,"Porites cylindrica",146,"One Tree Island",128,"Symbiodinium clade",51,"DGGE","C"
"581",1281,"Porites cylindrica",86,"Heron Island",128,"Symbiodinium clade",51,"DGGE","C"
"582",1281,"Porites cylindrica",86,"Heron Island",128,"Symbiodinium clade",51,"DGGE","C"
"583",1281,"Porites cylindrica",86,"Heron Island",128,"Symbiodinium clade",51,"DGGE","C"
"584",1281,"Porites cylindrica",86,"Heron Island",128,"Symbiodinium clade",51,"DGGE","C"
"585",1281,"Porites cylindrica",86,"Heron Island",128,"Symbiodinium clade",51,"DGGE","C"
"586",1281,"Porites cylindrica",86,"Heron Island",128,"Symbiodinium clade",51,"DGGE","C"
"587",1281,"Porites cylindrica",86,"Heron Island",128,"Symbiodinium clade",51,"DGGE","C"
"588",1281,"Porites cylindrica",146,"One Tree Island",128,"Symbiodinium clade",51,"DGGE","C"
"589",1281,"Porites cylindrica",146,"One Tree Island",128,"Symbiodinium clade",51,"DGGE","C"
"590",1281,"Porites cylindrica",146,"One Tree Island",128,"Symbiodinium clade",51,"DGGE","C"
"591",1281,"Porites cylindrica",146,"One Tree Island",128,"Symbiodinium clade",51,"DGGE","C"
"592",1281,"Porites cylindrica",146,"One Tree Island",128,"Symbiodinium clade",51,"DGGE","C"
"593",1281,"Porites cylindrica",146,"One Tree Island",128,"Symbiodinium clade",51,"DGGE","C"
"594",1281,"Porites cylindrica",146,"One Tree Island",128,"Symbiodinium clade",51,"DGGE","C"
"595",1281,"Porites cylindrica",146,"One Tree Island",128,"Symbiodinium clade",51,"DGGE","C"
"596",1281,"Porites cylindrica",146,"One Tree Island",128,"Symbiodinium clade",51,"DGGE","C"
"597",1281,"Porites cylindrica",146,"One Tree Island",128,"Symbiodinium clade",51,"DGGE","C"
"598",1005,"Montipora digitata",86,"Heron Island",128,"Symbiodinium clade",51,"DGGE","C"
"599",1005,"Montipora digitata",146,"One Tree Island",128,"Symbiodinium clade",51,"DGGE","C"
"600",1005,"Montipora digitata",86,"Heron Island",128,"Symbiodinium clade",51,"DGGE","C"
"601",1005,"Montipora digitata",86,"Heron Island",128,"Symbiodinium clade",51,"DGGE","C"
"602",1005,"Montipora digitata",86,"Heron Island",128,"Symbiodinium clade",51,"DGGE","C"
"603",1005,"Montipora digitata",86,"Heron Island",128,"Symbiodinium clade",51,"DGGE","C"
"604",1005,"Montipora digitata",86,"Heron Island",128,"Symbiodinium clade",51,"DGGE","C"
"605",1005,"Montipora digitata",86,"Heron Island",128,"Symbiodinium clade",51,"DGGE","C"
"606",1005,"Montipora digitata",86,"Heron Island",128,"Symbiodinium clade",51,"DGGE","C"
"607",1005,"Montipora digitata",146,"One Tree Island",128,"Symbiodinium clade",51,"DGGE","C"
"608",1005,"Montipora digitata",146,"One Tree Island",128,"Symbiodinium clade",51,"DGGE","C"
"609",1005,"Montipora digitata",146,"One Tree Island",128,"Symbiodinium clade",51,"DGGE","C"
"610",1005,"Montipora digitata",146,"One Tree Island",128,"Symbiodinium clade",51,"DGGE","C"
"611",1005,"Montipora digitata",146,"One Tree Island",128,"Symbiodinium clade",51,"DGGE","C"
"612",1005,"Montipora digitata",146,"One Tree Island",128,"Symbiodinium clade",51,"DGGE","C"
"613",1005,"Montipora digitata",146,"One Tree Island",128,"Symbiodinium clade",51,"DGGE","C"
"614",1005,"Montipora digitata",146,"One Tree Island",128,"Symbiodinium clade",51,"DGGE","C"
"615",1005,"Montipora digitata",146,"One Tree Island",128,"Symbiodinium clade",51,"DGGE","C"
"616",1005,"Montipora digitata",146,"One Tree Island",128,"Symbiodinium clade",51,"DGGE","C"
"617",1303,"Porites lobata",123,"Johnston Atoll",128,"Symbiodinium clade",52,"Cloning","C"
"618",1303,"Porites lobata",123,"Johnston Atoll",128,"Symbiodinium clade",52,"Cloning","C"
"619",1279,"Porites compressa",87,"Oahu",128,"Symbiodinium clade",51,"DGGE","C"
"620",1279,"Porites compressa",87,"Oahu",128,"Symbiodinium clade",51,"DGGE","C"
"621",1279,"Porites compressa",87,"Oahu",128,"Symbiodinium clade",51,"DGGE","C"
"622",1303,"Porites lobata",120,"Ofu Island, American Samoa",128,"Symbiodinium clade",51,"DGGE","C"
"623",1303,"Porites lobata",137,"Olosega Island",128,"Symbiodinium clade",52,"Cloning","C"
"624",1303,"Porites lobata",120,"Ofu Island, American Samoa",128,"Symbiodinium clade",51,"DGGE","C"
"625",1303,"Porites lobata",137,"Olosega Island",128,"Symbiodinium clade",52,"Cloning","C"
"626",1303,"Porites lobata",120,"Ofu Island, American Samoa",128,"Symbiodinium clade",51,"DGGE","C"
"627",1303,"Porites lobata",137,"Olosega Island",128,"Symbiodinium clade",52,"Cloning","C"
"628",1303,"Porites lobata",137,"Olosega Island",128,"Symbiodinium clade",52,"Cloning","C"
"629",1279,"Porites compressa",87,"Oahu",128,"Symbiodinium clade",51,"DGGE","C"
"630",1279,"Porites compressa",87,"Oahu",128,"Symbiodinium clade",51,"DGGE","C"
"631",1279,"Porites compressa",87,"Oahu",128,"Symbiodinium clade",51,"DGGE","C"
"632",1005,"Montipora digitata",477,"No location record",128,"Symbiodinium clade",53,"Sequencing","C"
"633",1303,"Porites lobata",120,"Ofu Island, American Samoa",128,"Symbiodinium clade",51,"DGGE","C"
"634",995,"Montipora capricornis",122,"Fiji",128,"Symbiodinium clade",51,"DGGE","C"
"635",995,"Montipora capricornis",477,"No location record",128,"Symbiodinium clade",51,"DGGE","C"
"636",995,"Montipora capricornis",140,"San Diego",128,"Symbiodinium clade",51,"DGGE","C"
"637",995,"Montipora capricornis",141,"Omaha",128,"Symbiodinium clade",51,"DGGE","C"
"638",995,"Montipora capricornis",133,"State College",128,"Symbiodinium clade",51,"DGGE","C"
"639",995,"Montipora capricornis",477,"No location record",128,"Symbiodinium clade",53,"Sequencing","C"
"640",1303,"Porites lobata",105,"Zanzibar",128,"Symbiodinium clade",51,"DGGE","C"
"641",1304,"Porites lutea",105,"Zanzibar",128,"Symbiodinium clade",51,"DGGE","C"
"642",1281,"Porites cylindrica",105,"Zanzibar",128,"Symbiodinium clade",51,"DGGE","C"
"643",1281,"Porites cylindrica",105,"Zanzibar",128,"Symbiodinium clade",51,"DGGE","C"
"644",1005,"Montipora digitata",133,"State College",128,"Symbiodinium clade",51,"DGGE","C"
"645",994,"Montipora capitata",123,"Johnston Atoll",128,"Symbiodinium clade",52,"Cloning","C"
"646",994,"Montipora capitata",123,"Johnston Atoll",128,"Symbiodinium clade",52,"Cloning","C"
"647",994,"Montipora capitata",477,"No location record",128,"Symbiodinium clade",53,"Sequencing","C"
"648",994,"Montipora capitata",477,"No location record",128,"Symbiodinium clade",53,"Sequencing","C"
"649",994,"Montipora capitata",477,"No location record",128,"Symbiodinium clade",53,"Sequencing","C"
"650",994,"Montipora capitata",87,"Oahu",128,"Symbiodinium clade",51,"DGGE","C"
"651",994,"Montipora capitata",87,"Oahu",128,"Symbiodinium clade",51,"DGGE","C"
"652",994,"Montipora capitata",123,"Johnston Atoll",128,"Symbiodinium clade",52,"Cloning","C"
"653",994,"Montipora capitata",123,"Johnston Atoll",128,"Symbiodinium clade",52,"Cloning","C"
"654",994,"Montipora capitata",477,"No location record",128,"Symbiodinium clade",53,"Sequencing","C"
"655",994,"Montipora capitata",477,"No location record",128,"Symbiodinium clade",53,"Sequencing","C"
"656",994,"Montipora capitata",477,"No location record",128,"Symbiodinium clade",53,"Sequencing","C"
"657",994,"Montipora capitata",477,"No location record",128,"Symbiodinium clade",53,"Sequencing","C"
"658",994,"Montipora capitata",477,"No location record",128,"Symbiodinium clade",53,"Sequencing","C"
"659",994,"Montipora capitata",477,"No location record",128,"Symbiodinium clade",53,"Sequencing","C"
"660",994,"Montipora capitata",477,"No location record",128,"Symbiodinium clade",53,"Sequencing","C"
"661",994,"Montipora capitata",477,"No location record",128,"Symbiodinium clade",53,"Sequencing","C"
"662",994,"Montipora capitata",477,"No location record",128,"Symbiodinium clade",53,"Sequencing","C"
"663",65,"Acropora florida",477,"No location record",128,"Symbiodinium clade",NA,"","C"
"664",1441,"Stylophora pistillata",105,"Zanzibar",128,"Symbiodinium clade",51,"DGGE","C"
"665",1269,"Porites astreoides",52,"South Yucatan",128,"Symbiodinium clade",51,"DGGE","C"
"666",1269,"Porites astreoides",52,"South Yucatan",128,"Symbiodinium clade",51,"DGGE","C"
"667",1269,"Porites astreoides",477,"No location record",128,"Symbiodinium clade",NA,"","C"
"668",1269,"Porites astreoides",477,"No location record",128,"Symbiodinium clade",NA,"","C"
"669",1390,"Seriatopora hystrix",83,"Day Reef",128,"Symbiodinium clade",51,"DGGE","C"
"670",1163,"Pavona varians",86,"Heron Island",128,"Symbiodinium clade",51,"DGGE","C"
"671",1224,"Pocillopora damicornis",85,"La Paz Bay",128,"Symbiodinium clade",51,"DGGE","C"
"672",1234,"Pocillopora meandrina",85,"La Paz Bay",128,"Symbiodinium clade",51,"DGGE","C"
"673",1237,"Pocillopora verrucosa",85,"La Paz Bay",128,"Symbiodinium clade",51,"DGGE","C"
"674",782,"Galaxea astreata",103,"Andaman Sea",128,"Symbiodinium clade",51,"DGGE","C"
"675",467,"Coscinaraea columna",105,"Zanzibar",128,"Symbiodinium clade",51,"DGGE","C"
"676",1337,"Psammocora contigua",103,"Andaman Sea",128,"Symbiodinium clade",51,"DGGE","C"
"677",1337,"Psammocora contigua",103,"Andaman Sea",128,"Symbiodinium clade",51,"DGGE","C"
"678",909,"Leptoseris mycetoseroides",103,"Andaman Sea",128,"Symbiodinium clade",51,"DGGE","C"
"679",909,"Leptoseris mycetoseroides",103,"Andaman Sea",128,"Symbiodinium clade",51,"DGGE","C"
"680",271,"Astreopora myriophthalma",103,"Andaman Sea",128,"Symbiodinium clade",51,"DGGE","C"
"681",271,"Astreopora myriophthalma",105,"Zanzibar",128,"Symbiodinium clade",51,"DGGE","C"
"682",1163,"Pavona varians",105,"Zanzibar",128,"Symbiodinium clade",51,"DGGE","C"
"683",1221,"Plesiastrea versipora",105,"Zanzibar",128,"Symbiodinium clade",51,"DGGE","C"
"684",1224,"Pocillopora damicornis",109,"Isla Socorro",128,"Symbiodinium clade",51,"DGGE","C"
"685",1224,"Pocillopora damicornis",477,"No location record",128,"Symbiodinium clade",51,"DGGE","C"
"686",1224,"Pocillopora damicornis",111,"Panama Bay",128,"Symbiodinium clade",51,"DGGE","C"
"687",1224,"Pocillopora damicornis",85,"La Paz Bay",128,"Symbiodinium clade",51,"DGGE","C"
"688",1224,"Pocillopora damicornis",27,"Uva Island, Panama",128,"Symbiodinium clade",NA,"","C"
"689",1441,"Stylophora pistillata",86,"Heron Island",128,"Symbiodinium clade",51,"DGGE","C"
"690",1441,"Stylophora pistillata",86,"Heron Island",128,"Symbiodinium clade",51,"DGGE","C"
"691",1441,"Stylophora pistillata",86,"Heron Island",128,"Symbiodinium clade",51,"DGGE","C"
"692",1441,"Stylophora pistillata",86,"Heron Island",128,"Symbiodinium clade",51,"DGGE","C"
"693",1441,"Stylophora pistillata",86,"Heron Island",128,"Symbiodinium clade",51,"DGGE","C"
"694",1153,"Pavona decussata",122,"Fiji",128,"Symbiodinium clade",51,"DGGE","C"
"695",1153,"Pavona decussata",121,"Orlando",128,"Symbiodinium clade",51,"DGGE","C"
"696",1224,"Pocillopora damicornis",86,"Heron Island",128,"Symbiodinium clade",51,"DGGE","C"
"697",1228,"Pocillopora eydouxi",87,"Oahu",128,"Symbiodinium clade",51,"DGGE","C"
"698",1234,"Pocillopora meandrina",87,"Oahu",128,"Symbiodinium clade",51,"DGGE","C"
"699",1224,"Pocillopora damicornis",88,"Zamami Island",128,"Symbiodinium clade",51,"DGGE","C"
"700",1228,"Pocillopora eydouxi",89,"Feather Reef",128,"Symbiodinium clade",51,"DGGE","C"
"701",1228,"Pocillopora eydouxi",88,"Zamami Island",128,"Symbiodinium clade",51,"DGGE","C"
"702",1234,"Pocillopora meandrina",90,"Rib Reef",128,"Symbiodinium clade",51,"DGGE","C"
"703",1237,"Pocillopora verrucosa",90,"Rib Reef",128,"Symbiodinium clade",51,"DGGE","C"
"704",1237,"Pocillopora verrucosa",89,"Feather Reef",128,"Symbiodinium clade",51,"DGGE","C"
"705",1237,"Pocillopora verrucosa",90,"Rib Reef",128,"Symbiodinium clade",51,"DGGE","C"
"706",1237,"Pocillopora verrucosa",89,"Feather Reef",128,"Symbiodinium clade",51,"DGGE","C"
"707",1224,"Pocillopora damicornis",85,"La Paz Bay",128,"Symbiodinium clade",51,"DGGE","C"
"708",1234,"Pocillopora meandrina",85,"La Paz Bay",128,"Symbiodinium clade",51,"DGGE","C"
"709",1237,"Pocillopora verrucosa",85,"La Paz Bay",128,"Symbiodinium clade",51,"DGGE","C"
"710",1337,"Psammocora contigua",103,"Andaman Sea",128,"Symbiodinium clade",51,"DGGE","C"
"711",1237,"Pocillopora verrucosa",103,"Andaman Sea",128,"Symbiodinium clade",51,"DGGE","C"
"712",1237,"Pocillopora verrucosa",105,"Zanzibar",128,"Symbiodinium clade",51,"DGGE","C"
"713",1224,"Pocillopora damicornis",109,"Isla Socorro",128,"Symbiodinium clade",51,"DGGE","C"
"714",1224,"Pocillopora damicornis",477,"No location record",128,"Symbiodinium clade",51,"DGGE","C"
"715",1224,"Pocillopora damicornis",111,"Panama Bay",128,"Symbiodinium clade",51,"DGGE","C"
"716",1224,"Pocillopora damicornis",85,"La Paz Bay",128,"Symbiodinium clade",51,"DGGE","C"
"717",1224,"Pocillopora damicornis",27,"Uva Island, Panama",128,"Symbiodinium clade",NA,"","C"
"718",1224,"Pocillopora damicornis",87,"Oahu",128,"Symbiodinium clade",51,"DGGE","C"
"719",1441,"Stylophora pistillata",86,"Heron Island",128,"Symbiodinium clade",51,"DGGE","C"
"720",1441,"Stylophora pistillata",86,"Heron Island",128,"Symbiodinium clade",51,"DGGE","C"
"721",1441,"Stylophora pistillata",86,"Heron Island",128,"Symbiodinium clade",51,"DGGE","C"
"722",1441,"Stylophora pistillata",86,"Heron Island",128,"Symbiodinium clade",51,"DGGE","C"
"723",1441,"Stylophora pistillata",86,"Heron Island",128,"Symbiodinium clade",51,"DGGE","C"
"724",1228,"Pocillopora eydouxi",120,"Ofu Island, American Samoa",128,"Symbiodinium clade",51,"DGGE","C"
"725",46,"Acropora cytherea",44,"French Frigate Shoals",128,"Symbiodinium clade",52,"Cloning","C"
"726",46,"Acropora cytherea",44,"French Frigate Shoals",128,"Symbiodinium clade",52,"Cloning","C"
"727",794,"Coelastrea aspera",130,"Dampier, Australia",128,"Symbiodinium clade",51,"DGGE","C"
"728",1224,"Pocillopora damicornis",74,"Rottnest Island",128,"Symbiodinium clade",51,"DGGE","C"
"729",1316,"Porites porites",477,"No location record",128,"Symbiodinium clade",NA,"","C"
"730",1224,"Pocillopora damicornis",123,"Johnston Atoll",128,"Symbiodinium clade",52,"Cloning","C"
"731",752,"Lobactis scutaria",123,"Johnston Atoll",128,"Symbiodinium clade",52,"Cloning","C"
"732",752,"Lobactis scutaria",123,"Johnston Atoll",128,"Symbiodinium clade",52,"Cloning","C"
"733",1163,"Pavona varians",123,"Johnston Atoll",128,"Symbiodinium clade",52,"Cloning","C"
"734",1224,"Pocillopora damicornis",87,"Oahu",128,"Symbiodinium clade",51,"DGGE","C"
"735",1234,"Pocillopora meandrina",246,"Similan Islands, Thailand",128,"Symbiodinium clade",NA,"","C"
"736",1234,"Pocillopora meandrina",103,"Andaman Sea",128,"Symbiodinium clade",51,"DGGE","C"
"737",1237,"Pocillopora verrucosa",246,"Similan Islands, Thailand",128,"Symbiodinium clade",NA,"","C"
"738",1224,"Pocillopora damicornis",111,"Panama Bay",128,"Symbiodinium clade",51,"DGGE","C"
"739",1224,"Pocillopora damicornis",87,"Oahu",128,"Symbiodinium clade",51,"DGGE","C"
"740",1224,"Pocillopora damicornis",87,"Oahu",128,"Symbiodinium clade",51,"DGGE","C"
"741",1224,"Pocillopora damicornis",87,"Oahu",128,"Symbiodinium clade",51,"DGGE","C"
"742",1224,"Pocillopora damicornis",87,"Oahu",128,"Symbiodinium clade",51,"DGGE","C"
"743",1224,"Pocillopora damicornis",87,"Oahu",128,"Symbiodinium clade",51,"DGGE","C"
"744",1224,"Pocillopora damicornis",121,"Orlando",128,"Symbiodinium clade",51,"DGGE","C"
"745",1224,"Pocillopora damicornis",477,"No location record",128,"Symbiodinium clade",51,"DGGE","C"
"746",752,"Lobactis scutaria",87,"Oahu",128,"Symbiodinium clade",51,"DGGE","C"
"747",752,"Lobactis scutaria",87,"Oahu",128,"Symbiodinium clade",51,"DGGE","C"
"748",467,"Coscinaraea columna",105,"Zanzibar",128,"Symbiodinium clade",51,"DGGE","C"
"749",1153,"Pavona decussata",122,"Fiji",128,"Symbiodinium clade",51,"DGGE","C"
"750",1153,"Pavona decussata",121,"Orlando",128,"Symbiodinium clade",51,"DGGE","C"
"751",752,"Lobactis scutaria",123,"Johnston Atoll",128,"Symbiodinium clade",52,"Cloning","C"
"752",752,"Lobactis scutaria",123,"Johnston Atoll",128,"Symbiodinium clade",52,"Cloning","C"
"753",795,"Paragoniastrea australensis",132,"Abrolhos, Australia",128,"Symbiodinium clade",51,"DGGE","C"
"754",795,"Paragoniastrea australensis",74,"Rottnest Island",128,"Symbiodinium clade",51,"DGGE","C"
"755",794,"Coelastrea aspera",132,"Abrolhos, Australia",128,"Symbiodinium clade",51,"DGGE","C"
"756",1224,"Pocillopora damicornis",105,"Zanzibar",128,"Symbiodinium clade",51,"DGGE","C"
"757",1224,"Pocillopora damicornis",105,"Zanzibar",128,"Symbiodinium clade",51,"DGGE","C"
"758",1224,"Pocillopora damicornis",105,"Zanzibar",128,"Symbiodinium clade",51,"DGGE","C"
"759",1228,"Pocillopora eydouxi",105,"Zanzibar",128,"Symbiodinium clade",51,"DGGE","C"
"760",1228,"Pocillopora eydouxi",105,"Zanzibar",128,"Symbiodinium clade",51,"DGGE","C"
"761",1228,"Pocillopora eydouxi",105,"Zanzibar",128,"Symbiodinium clade",51,"DGGE","C"
"762",1237,"Pocillopora verrucosa",105,"Zanzibar",128,"Symbiodinium clade",51,"DGGE","C"
"763",1237,"Pocillopora verrucosa",105,"Zanzibar",128,"Symbiodinium clade",51,"DGGE","C"
"764",1237,"Pocillopora verrucosa",105,"Zanzibar",128,"Symbiodinium clade",51,"DGGE","C"
"765",1163,"Pavona varians",123,"Johnston Atoll",128,"Symbiodinium clade",52,"Cloning","C"
"766",1224,"Pocillopora damicornis",130,"Dampier, Australia",128,"Symbiodinium clade",51,"DGGE","C"
"767",1224,"Pocillopora damicornis",131,"Ningaloo",128,"Symbiodinium clade",51,"DGGE","C"
"768",523,"Cyphastrea serailia",86,"Heron Island",128,"Symbiodinium clade",51,"DGGE","C"
"769",1269,"Porites astreoides",477,"No location record",128,"Symbiodinium clade",NA,"","C"
"770",1269,"Porites astreoides",477,"No location record",128,"Symbiodinium clade",NA,"","C"
"771",795,"Paragoniastrea australensis",75,"Dunsborough, Australia",128,"Symbiodinium clade",51,"DGGE","C"
"772",1269,"Porites astreoides",52,"South Yucatan",128,"Symbiodinium clade",51,"DGGE","C"
"773",1269,"Porites astreoides",52,"South Yucatan",128,"Symbiodinium clade",51,"DGGE","C"
"774",1224,"Pocillopora damicornis",90,"Rib Reef",128,"Symbiodinium clade",51,"DGGE","C"
"775",1224,"Pocillopora damicornis",89,"Feather Reef",128,"Symbiodinium clade",51,"DGGE","C"
"776",1224,"Pocillopora damicornis",89,"Feather Reef",128,"Symbiodinium clade",51,"DGGE","C"
"777",1224,"Pocillopora damicornis",477,"No location record",128,"Symbiodinium clade",NA,"","C"
"778",1390,"Seriatopora hystrix",83,"Day Reef",128,"Symbiodinium clade",51,"DGGE","C"
"779",1221,"Plesiastrea versipora",105,"Zanzibar",128,"Symbiodinium clade",51,"DGGE","C"
"780",1234,"Pocillopora meandrina",246,"Similan Islands, Thailand",128,"Symbiodinium clade",NA,"","C"
"781",1237,"Pocillopora verrucosa",246,"Similan Islands, Thailand",128,"Symbiodinium clade",NA,"","C"
"782",1224,"Pocillopora damicornis",121,"Orlando",128,"Symbiodinium clade",51,"DGGE","C"
"783",1221,"Plesiastrea versipora",105,"Zanzibar",128,"Symbiodinium clade",51,"DGGE","C"
"784",965,"Merulina ampliata",86,"Heron Island",128,"Symbiodinium clade",51,"DGGE","C"
"785",594,"Echinophyllia aspera",86,"Heron Island",128,"Symbiodinium clade",51,"DGGE","C"
"786",594,"Echinophyllia aspera",86,"Heron Island",128,"Symbiodinium clade",51,"DGGE","C"
"787",978,"Orbicella faveolata",86,"Heron Island",128,"Symbiodinium clade",51,"DGGE","C"
"788",740,"Fungia fungites",86,"Heron Island",128,"Symbiodinium clade",51,"DGGE","C"
"789",611,"Echinopora lamellosa",86,"Heron Island",128,"Symbiodinium clade",51,"DGGE","C"
"790",853,"Hydnophora exesa",88,"Zamami Island",128,"Symbiodinium clade",51,"DGGE","C"
"791",1157,"Pavona explanulata",89,"Feather Reef",128,"Symbiodinium clade",51,"DGGE","C"
"792",784,"Galaxea fascicularis",88,"Zamami Island",128,"Symbiodinium clade",51,"DGGE","C"
"793",93,"Acropora latistella",91,"Curacao Island, Australia",128,"Symbiodinium clade",51,"DGGE","C"
"794",1447,"Symphyllia radians",88,"Zamami Island",128,"Symbiodinium clade",51,"DGGE","C"
"795",857,"Hydnophora rigida",88,"Zamami Island",128,"Symbiodinium clade",51,"DGGE","C"
"796",1118,"Pachyseris speciosa",90,"Rib Reef",128,"Symbiodinium clade",51,"DGGE","C"
"797",994,"Montipora capitata",87,"Oahu",128,"Symbiodinium clade",51,"DGGE","C"
"798",995,"Montipora capricornis",477,"No location record",128,"Symbiodinium clade",53,"Sequencing","C"
"799",109,"Acropora millepora",133,"State College",128,"Symbiodinium clade",51,"DGGE","C"
"800",180,"Acropora tenuis",121,"Orlando",128,"Symbiodinium clade",51,"DGGE","C"
"801",670,"Favites abdita",86,"Heron Island",128,"Symbiodinium clade",51,"DGGE","C"
"802",670,"Favites abdita",146,"One Tree Island",128,"Symbiodinium clade",51,"DGGE","C"
"803",670,"Favites abdita",86,"Heron Island",128,"Symbiodinium clade",51,"DGGE","C"
"804",670,"Favites abdita",146,"One Tree Island",128,"Symbiodinium clade",51,"DGGE","C"
"805",670,"Favites abdita",146,"One Tree Island",128,"Symbiodinium clade",51,"DGGE","C"
